actual_id,date,department_id,category_id,region_id,account_type,actual_amount
66,2023-01-15,1,102,1,Revenue,12332.15
67,2023-01-12,1,102,1,Revenue,11378.97
68,2023-01-24,7,102,1,Revenue,10.8
69,2023-01-28,7,102,1,Revenue,2263.41
70,2023-01-10,7,102,1,Revenue,2794.64
71,2023-01-09,7,102,1,Revenue,4054.71
72,2023-01-13,7,102,1,Revenue,1402.19
73,2023-01-16,7,102,1,Revenue,4950.01
74,2023-01-03,7,102,1,Revenue,741.0
75,2023-01-22,7,102,1,Revenue,7124.35
76,2023-01-23,7,102,1,Revenue,3388.08
77,2023-01-15,7,102,1,Revenue,3502.02
78,2023-01-17,7,102,1,Revenue,940.36
79,2023-01-14,1,103,1,Revenue,143.11
80,2023-01-18,1,103,1,Revenue,1589.53
81,2023-01-01,1,103,1,Revenue,1709.09
82,2023-01-06,1,103,1,Revenue,1902.56
83,2023-01-03,1,103,1,Revenue,5566.26
84,2023-01-05,1,103,1,Revenue,327.35
85,2023-01-12,1,103,1,Revenue,3862.95
86,2023-01-31,1,103,1,Revenue,1308.83
87,2023-01-11,1,103,1,Revenue,1177.53
88,2023-01-13,1,103,1,Revenue,8556.98
89,2023-01-16,1,103,1,Revenue,906.53
90,2023-01-31,1,103,1,Revenue,3264.75
91,2023-01-18,1,103,1,Revenue,1021.15
92,2023-01-31,1,103,1,Revenue,2245.47
93,2023-01-17,1,103,1,Revenue,4897.4
94,2023-01-17,1,103,1,Revenue,6774.84
95,2023-01-29,1,103,1,Revenue,5790.22
96,2023-01-11,1,103,1,Revenue,2769.65
97,2023-01-20,1,103,1,Revenue,907.99
98,2023-01-10,1,103,1,Revenue,3435.29
99,2023-01-29,1,103,1,Revenue,3927.53
100,2023-01-16,1,103,1,Revenue,34.12
101,2023-01-02,1,103,1,Revenue,1835.66
102,2023-01-17,1,103,1,Revenue,5881.32
103,2023-01-22,1,103,1,Revenue,2134.39
104,2023-01-30,1,103,1,Revenue,1183.95
105,2023-01-20,1,103,1,Revenue,6519.12
106,2023-01-10,1,103,1,Revenue,537.81
107,2023-01-13,1,103,1,Revenue,733.85
108,2023-01-12,1,103,1,Revenue,3690.12
109,2023-01-15,1,103,1,Revenue,1379.07
110,2023-01-07,1,103,1,Revenue,3961.75
111,2023-01-27,1,103,1,Revenue,544.67
112,2023-01-22,1,103,1,Revenue,922.62
113,2023-01-21,1,103,1,Revenue,540.69
114,2023-01-26,1,103,1,Revenue,9697.69
115,2023-01-28,1,103,1,Revenue,1649.89
116,2023-01-13,1,103,1,Revenue,1305.36
117,2023-01-12,1,103,1,Revenue,45.4
118,2023-01-12,1,103,1,Revenue,528.56
119,2023-01-28,1,103,1,Revenue,1734.99
120,2023-01-02,1,103,1,Revenue,225.21
121,2023-01-05,1,103,1,Revenue,2268.71
122,2023-01-25,1,103,1,Revenue,1926.39
123,2023-01-25,1,103,1,Revenue,4625.38
124,2023-01-02,1,103,1,Revenue,3421.91
125,2023-01-23,1,103,1,Revenue,1874.02
126,2023-01-26,1,103,1,Revenue,807.55
127,2023-01-30,1,103,1,Revenue,4118.7
128,2023-01-20,1,103,1,Revenue,3905.26
129,2023-01-13,1,103,1,Revenue,528.11
130,2023-01-29,1,103,1,Revenue,7814.1
131,2023-01-03,1,103,1,Revenue,211.28
132,2023-01-11,1,103,1,Revenue,179.66
133,2023-01-16,1,103,1,Revenue,658.39
134,2023-01-01,1,103,1,Revenue,7622.99
135,2023-01-19,1,103,1,Revenue,2329.34
136,2023-01-11,1,103,1,Revenue,4921.97
137,2023-01-09,1,103,1,Revenue,820.6
138,2023-01-14,1,103,1,Revenue,2138.33
139,2023-01-31,1,103,1,Revenue,1407.88
140,2023-01-09,1,103,1,Revenue,5583.27
141,2023-01-07,1,103,1,Revenue,72.56
142,2023-01-16,1,103,1,Revenue,887.05
143,2023-01-03,1,103,1,Revenue,525.4
144,2023-01-29,1,103,1,Revenue,6221.4
145,2023-01-19,1,103,1,Revenue,2000.2
146,2023-01-04,1,103,1,Revenue,1643.58
147,2023-01-07,1,103,1,Revenue,1894.34
148,2023-01-23,1,103,1,Revenue,11338.97
149,2023-01-28,1,103,1,Revenue,6026.44
150,2023-01-12,1,103,1,Revenue,3889.07
151,2023-01-30,1,103,1,Revenue,1089.08
152,2023-01-18,1,103,1,Revenue,572.94
153,2023-01-19,7,103,1,Revenue,567.45
154,2023-01-16,7,103,1,Revenue,11110.39
155,2023-01-25,7,103,1,Revenue,6691.84
156,2023-01-13,7,103,1,Revenue,3956.63
157,2023-01-05,7,103,1,Revenue,2487.5
158,2023-01-03,7,103,1,Revenue,745.36
159,2023-01-03,7,103,1,Revenue,5219.72
160,2023-01-19,7,103,1,Revenue,687.72
161,2023-01-14,7,103,1,Revenue,3442.31
162,2023-01-16,7,103,1,Revenue,5342.57
163,2023-01-22,7,103,1,Revenue,1970.95
164,2023-01-02,1,201,1,Expense,3648.01
165,2023-01-12,1,201,1,Expense,11096.5
166,2023-01-23,1,201,1,Expense,36881.38
167,2023-01-06,1,201,1,Expense,89764.81
168,2023-01-23,1,202,1,Expense,3036.18
169,2023-01-01,1,202,1,Expense,3426.83
170,2023-01-08,1,202,1,Expense,12012.88
171,2023-01-12,1,202,1,Expense,901.64
172,2023-01-14,1,202,1,Expense,4252.17
173,2023-01-16,1,202,1,Expense,7042.03
174,2023-01-10,1,202,1,Expense,3403.71
175,2023-01-15,1,202,1,Expense,1219.64
176,2023-01-01,1,205,1,Expense,1255.68
177,2023-01-28,1,205,1,Expense,2145.19
178,2023-01-22,1,205,1,Expense,7314.15
179,2023-01-29,1,205,1,Expense,176.15
180,2023-01-19,1,205,1,Expense,1751.03
181,2023-01-19,1,205,1,Expense,986.42
182,2023-01-06,1,205,1,Expense,1755.65
183,2023-01-13,1,205,1,Expense,60.01
184,2023-01-19,1,205,1,Expense,928.53
185,2023-01-13,1,205,1,Expense,4238.98
186,2023-01-27,1,205,1,Expense,1996.51
187,2023-01-26,1,205,1,Expense,1481.1
188,2023-01-22,1,205,1,Expense,831.46
189,2023-01-01,1,207,1,Expense,306.32
190,2023-01-26,1,207,1,Expense,2850.81
191,2023-01-24,1,207,1,Expense,1016.04
192,2023-01-17,1,207,1,Expense,3853.37
193,2023-01-11,1,208,1,Expense,8613.19
194,2023-01-01,1,208,1,Expense,1374.04
195,2023-01-08,1,208,1,Expense,7137.62
196,2023-01-15,1,208,1,Expense,9136.79
197,2023-01-17,2,201,1,Expense,6848.01
198,2023-01-14,2,201,1,Expense,64557.23
199,2023-01-10,2,201,1,Expense,9799.21
200,2023-01-24,2,201,1,Expense,8440.24
201,2023-01-29,2,201,1,Expense,21542.91
202,2023-01-14,2,201,1,Expense,22711.65
203,2023-01-12,2,202,1,Expense,12162.8
204,2023-01-14,2,202,1,Expense,2432.41
205,2023-01-13,2,202,1,Expense,1432.5
206,2023-01-29,2,202,1,Expense,3308.41
207,2023-01-10,2,202,1,Expense,6516.85
208,2023-01-18,2,202,1,Expense,6898.02
209,2023-01-12,2,204,1,Expense,6127.86
210,2023-01-11,2,204,1,Expense,97.91
211,2023-01-03,2,204,1,Expense,1974.62
212,2023-01-31,2,204,1,Expense,5367.33
213,2023-01-12,2,204,1,Expense,49.62
214,2023-01-30,2,204,1,Expense,177.21
215,2023-01-05,2,204,1,Expense,10092.8
216,2023-01-06,2,204,1,Expense,6088.55
217,2023-01-19,2,204,1,Expense,1629.76
218,2023-01-18,2,204,1,Expense,6154.83
219,2023-01-16,2,204,1,Expense,8309.87
220,2023-01-26,2,205,1,Expense,968.35
221,2023-01-12,2,205,1,Expense,857.34
222,2023-01-03,2,205,1,Expense,14765.98
223,2023-01-04,2,205,1,Expense,678.14
224,2023-01-06,2,205,1,Expense,2642.47
225,2023-01-09,2,207,1,Expense,2347.79
226,2023-01-12,2,207,1,Expense,62.52
227,2023-01-23,2,207,1,Expense,1925.0
228,2023-01-09,2,207,1,Expense,424.72
229,2023-01-15,2,207,1,Expense,885.59
230,2023-01-02,2,207,1,Expense,2364.19
231,2023-01-11,2,207,1,Expense,432.74
232,2023-01-11,2,207,1,Expense,279.98
233,2023-01-07,2,208,1,Expense,12375.86
234,2023-01-28,2,208,1,Expense,220.5
235,2023-01-21,2,208,1,Expense,2957.52
236,2023-01-28,2,208,1,Expense,280.88
237,2023-01-27,2,208,1,Expense,525.64
238,2023-01-04,2,208,1,Expense,5629.47
239,2023-01-17,2,208,1,Expense,5452.14
240,2023-01-17,3,201,1,Expense,92463.66
241,2023-01-25,3,201,1,Expense,56418.6
242,2023-01-09,3,201,1,Expense,2496.01
243,2023-01-25,3,202,1,Expense,8042.63
244,2023-01-05,3,202,1,Expense,19113.16
245,2023-01-31,3,202,1,Expense,3374.73
246,2023-01-03,3,202,1,Expense,1957.64
247,2023-01-04,3,202,1,Expense,3012.61
248,2023-01-01,3,202,1,Expense,1953.47
249,2023-01-14,3,202,1,Expense,1592.38
250,2023-01-11,3,203,1,Expense,2691.18
251,2023-01-25,3,203,1,Expense,39502.41
252,2023-01-07,3,205,1,Expense,3189.63
253,2023-01-12,3,205,1,Expense,4387.04
254,2023-01-25,3,205,1,Expense,3578.03
255,2023-01-03,3,205,1,Expense,697.31
256,2023-01-26,3,205,1,Expense,2147.78
257,2023-01-04,3,205,1,Expense,4945.4
258,2023-01-10,3,205,1,Expense,2035.87
259,2023-01-04,3,205,1,Expense,2425.31
260,2023-01-15,3,205,1,Expense,4649.46
261,2023-01-07,3,206,1,Expense,3423.77
262,2023-01-28,3,206,1,Expense,9182.62
263,2023-01-01,3,206,1,Expense,189.86
264,2023-01-16,3,207,1,Expense,122.15
265,2023-01-19,3,207,1,Expense,520.25
266,2023-01-15,3,207,1,Expense,1876.53
267,2023-01-26,3,207,1,Expense,456.58
268,2023-01-14,3,207,1,Expense,890.87
269,2023-01-20,3,207,1,Expense,698.06
270,2023-01-10,3,207,1,Expense,1034.37
271,2023-01-21,3,207,1,Expense,3594.3
272,2023-01-31,3,207,1,Expense,57.13
273,2023-01-15,3,208,1,Expense,463.69
274,2023-01-06,3,208,1,Expense,1412.91
275,2023-01-21,3,208,1,Expense,1261.28
276,2023-01-14,3,208,1,Expense,2265.72
277,2023-01-02,3,208,1,Expense,3025.92
278,2023-01-08,3,208,1,Expense,10586.86
279,2023-01-31,3,208,1,Expense,3601.26
280,2023-01-13,3,208,1,Expense,2851.77
281,2023-01-28,4,201,1,Expense,8133.77
282,2023-01-26,4,201,1,Expense,1769.11
283,2023-01-18,4,201,1,Expense,2845.52
284,2023-01-25,4,201,1,Expense,6433.85
285,2023-01-19,4,201,1,Expense,5084.25
286,2023-01-02,4,202,1,Expense,611.98
287,2023-01-30,4,202,1,Expense,225.76
288,2023-01-17,4,202,1,Expense,159.84
289,2023-01-08,4,202,1,Expense,97.22
290,2023-01-02,4,202,1,Expense,392.97
291,2023-01-06,4,202,1,Expense,118.6
292,2023-01-31,4,202,1,Expense,109.27
293,2023-01-22,4,202,1,Expense,2277.31
294,2023-01-05,4,202,1,Expense,790.84
295,2023-01-16,4,202,1,Expense,674.14
296,2023-01-08,4,202,1,Expense,772.25
297,2023-01-13,4,207,1,Expense,71.97
298,2023-01-29,4,207,1,Expense,1436.87
299,2023-01-26,4,208,1,Expense,0.41
300,2023-01-25,4,208,1,Expense,317.74
301,2023-01-06,4,208,1,Expense,53.2
302,2023-01-03,4,208,1,Expense,684.78
303,2023-01-26,4,208,1,Expense,4111.65
304,2023-01-25,4,208,1,Expense,175.59
305,2023-01-17,5,201,1,Expense,1312.25
306,2023-01-28,5,201,1,Expense,8222.25
307,2023-01-27,5,201,1,Expense,3744.14
308,2023-01-15,5,201,1,Expense,3838.61
309,2023-01-18,5,201,1,Expense,3060.3
310,2023-01-16,5,201,1,Expense,388.42
311,2023-01-01,5,202,1,Expense,2.27
312,2023-01-09,5,202,1,Expense,262.21
313,2023-01-16,5,202,1,Expense,83.35
314,2023-01-31,5,202,1,Expense,464.07
315,2023-01-04,5,202,1,Expense,819.53
316,2023-01-12,5,202,1,Expense,1504.59
317,2023-01-01,5,202,1,Expense,1002.7
318,2023-01-01,5,202,1,Expense,2022.64
319,2023-01-07,5,202,1,Expense,40.16
320,2023-01-18,5,202,1,Expense,8.88
321,2023-01-04,5,207,1,Expense,151.4
322,2023-01-22,5,207,1,Expense,473.37
323,2023-01-02,5,207,1,Expense,135.86
324,2023-01-28,5,207,1,Expense,78.46
325,2023-01-18,5,207,1,Expense,286.86
326,2023-01-02,5,207,1,Expense,105.18
327,2023-01-29,5,208,1,Expense,1173.56
328,2023-01-23,5,208,1,Expense,2844.04
329,2023-01-05,5,208,1,Expense,1155.64
330,2023-01-13,6,202,1,Expense,52.46
331,2023-01-18,6,202,1,Expense,2839.92
332,2023-01-07,6,202,1,Expense,2393.61
333,2023-01-02,6,202,1,Expense,47.43
334,2023-01-29,6,202,1,Expense,445.53
335,2023-01-14,6,202,1,Expense,156.79
336,2023-01-05,6,202,1,Expense,505.34
337,2023-01-18,6,202,1,Expense,1348.82
338,2023-01-07,6,207,1,Expense,1168.4
339,2023-01-28,6,207,1,Expense,467.16
340,2023-01-22,6,207,1,Expense,224.58
341,2023-01-07,6,207,1,Expense,198.58
342,2023-01-17,6,207,1,Expense,19.44
343,2023-01-03,6,208,1,Expense,5192.31
344,2023-01-30,6,208,1,Expense,1166.64
345,2023-01-08,7,201,1,Expense,12282.95
346,2023-01-07,7,201,1,Expense,8508.94
347,2023-01-23,7,201,1,Expense,26385.26
348,2023-01-04,7,201,1,Expense,428.91
349,2023-01-18,7,201,1,Expense,13568.63
350,2023-01-05,7,201,1,Expense,18917.81
351,2023-01-16,7,201,1,Expense,18727.25
352,2023-01-17,7,202,1,Expense,322.1
353,2023-01-08,7,202,1,Expense,158.6
354,2023-01-14,7,202,1,Expense,6237.78
355,2023-01-27,7,202,1,Expense,2413.71
356,2023-01-02,7,202,1,Expense,6846.26
357,2023-01-11,7,202,1,Expense,4426.17
358,2023-01-31,7,202,1,Expense,657.27
359,2023-01-12,7,203,1,Expense,5832.7
360,2023-01-27,7,203,1,Expense,27.99
361,2023-01-31,7,203,1,Expense,21915.61
362,2023-01-01,7,206,1,Expense,9511.92
363,2023-01-08,7,207,1,Expense,411.58
364,2023-01-06,7,207,1,Expense,1319.52
365,2023-01-29,7,207,1,Expense,2333.4
366,2023-01-17,7,207,1,Expense,1560.45
367,2023-01-12,7,207,1,Expense,426.74
368,2023-01-01,7,207,1,Expense,1.52
369,2023-01-05,1,101,2,Revenue,9887.86
370,2023-01-20,1,101,2,Revenue,4964.14
371,2023-01-24,1,101,2,Revenue,15912.08
372,2023-01-04,1,101,2,Revenue,19522.94
373,2023-01-02,1,101,2,Revenue,11674.38
374,2023-01-26,1,101,2,Revenue,7155.55
375,2023-01-13,1,101,2,Revenue,2566.0
376,2023-01-30,1,101,2,Revenue,28858.72
377,2023-01-16,1,101,2,Revenue,2271.05
378,2023-01-22,1,101,2,Revenue,1605.29
379,2023-01-02,1,101,2,Revenue,4137.26
380,2023-01-19,1,101,2,Revenue,414.81
381,2023-01-17,1,101,2,Revenue,27215.2
382,2023-01-05,1,101,2,Revenue,6292.9
383,2023-01-25,1,101,2,Revenue,5770.44
384,2023-01-18,1,101,2,Revenue,7559.84
385,2023-01-28,1,101,2,Revenue,4871.18
386,2023-01-23,1,101,2,Revenue,231.0
387,2023-01-21,1,101,2,Revenue,6716.55
388,2023-01-18,1,101,2,Revenue,8926.98
389,2023-01-08,1,101,2,Revenue,3821.58
390,2023-01-27,1,101,2,Revenue,10036.43
391,2023-01-15,1,101,2,Revenue,1825.08
392,2023-01-13,1,101,2,Revenue,1772.78
393,2023-01-13,1,101,2,Revenue,1247.84
394,2023-01-16,1,101,2,Revenue,3297.53
395,2023-01-22,1,101,2,Revenue,13307.58
396,2023-01-20,1,101,2,Revenue,12473.66
397,2023-01-09,7,101,2,Revenue,681.28
398,2023-01-03,7,101,2,Revenue,22810.36
399,2023-01-03,7,101,2,Revenue,12679.47
400,2023-01-02,7,101,2,Revenue,1852.49
401,2023-01-01,7,101,2,Revenue,3525.39
402,2023-01-14,7,101,2,Revenue,2024.6
403,2023-01-17,7,101,2,Revenue,17747.03
404,2023-01-13,7,101,2,Revenue,1851.81
405,2023-01-31,1,102,2,Revenue,4104.66
406,2023-01-15,1,102,2,Revenue,3282.2
407,2023-01-13,1,102,2,Revenue,3159.77
408,2023-01-30,1,102,2,Revenue,126.9
409,2023-01-24,1,102,2,Revenue,2483.28
410,2023-01-02,1,102,2,Revenue,10132.99
411,2023-01-14,1,102,2,Revenue,1986.5
412,2023-01-24,1,102,2,Revenue,3843.59
413,2023-01-06,1,102,2,Revenue,5931.45
414,2023-01-09,1,102,2,Revenue,6005.25
415,2023-01-28,1,102,2,Revenue,2870.95
416,2023-01-07,1,102,2,Revenue,7649.33
417,2023-01-18,1,102,2,Revenue,1946.28
418,2023-01-24,1,102,2,Revenue,8605.21
419,2023-01-09,1,102,2,Revenue,1076.84
420,2023-01-23,1,102,2,Revenue,1288.76
421,2023-01-04,1,102,2,Revenue,213.94
422,2023-01-09,1,102,2,Revenue,6222.61
423,2023-01-04,1,102,2,Revenue,2115.23
424,2023-01-12,1,102,2,Revenue,1019.94
425,2023-01-04,1,102,2,Revenue,1033.55
426,2023-01-25,1,102,2,Revenue,9080.33
427,2023-01-30,1,102,2,Revenue,7036.61
428,2023-01-24,1,102,2,Revenue,3160.66
429,2023-01-09,7,102,2,Revenue,3513.61
430,2023-01-13,7,102,2,Revenue,5262.45
431,2023-01-06,7,102,2,Revenue,2849.81
432,2023-01-30,7,102,2,Revenue,2605.14
433,2023-01-15,7,102,2,Revenue,2658.68
434,2023-01-19,7,102,2,Revenue,2380.21
435,2023-01-21,7,102,2,Revenue,3478.83
436,2023-01-03,1,103,2,Revenue,902.51
437,2023-01-19,1,103,2,Revenue,870.81
438,2023-01-15,1,103,2,Revenue,712.62
439,2023-01-04,1,103,2,Revenue,5446.8
440,2023-01-31,1,103,2,Revenue,5300.88
441,2023-01-25,1,103,2,Revenue,2609.96
442,2023-01-09,1,103,2,Revenue,1676.96
443,2023-01-13,1,103,2,Revenue,2919.45
444,2023-01-18,1,103,2,Revenue,2446.72
445,2023-01-21,1,103,2,Revenue,1406.98
446,2023-01-16,1,103,2,Revenue,1250.0
447,2023-01-01,1,103,2,Revenue,1263.39
448,2023-01-04,1,103,2,Revenue,2328.79
449,2023-01-18,1,103,2,Revenue,2731.19
450,2023-01-08,1,103,2,Revenue,1573.52
451,2023-01-20,1,103,2,Revenue,9068.84
452,2023-01-16,1,103,2,Revenue,229.27
453,2023-01-21,1,103,2,Revenue,1115.98
454,2023-01-11,1,103,2,Revenue,1421.99
455,2023-01-20,1,103,2,Revenue,44.68
456,2023-01-21,1,103,2,Revenue,1188.79
457,2023-01-21,1,103,2,Revenue,837.29
458,2023-01-21,1,103,2,Revenue,1846.55
459,2023-01-27,1,103,2,Revenue,1073.67
460,2023-01-19,1,103,2,Revenue,3391.24
461,2023-01-23,1,103,2,Revenue,1867.28
462,2023-01-19,1,103,2,Revenue,363.89
463,2023-01-18,1,103,2,Revenue,3630.14
464,2023-01-19,1,103,2,Revenue,273.61
465,2023-01-11,1,103,2,Revenue,4782.42
466,2023-01-03,1,103,2,Revenue,7016.02
467,2023-01-08,1,103,2,Revenue,1019.15
468,2023-01-20,1,103,2,Revenue,6821.85
469,2023-01-19,1,103,2,Revenue,4123.75
470,2023-01-10,1,103,2,Revenue,6693.63
471,2023-01-16,1,103,2,Revenue,2873.2
472,2023-01-05,1,103,2,Revenue,703.55
473,2023-01-20,1,103,2,Revenue,5888.86
474,2023-01-09,1,103,2,Revenue,533.22
475,2023-01-08,1,103,2,Revenue,627.31
476,2023-01-11,1,103,2,Revenue,827.77
477,2023-01-16,1,103,2,Revenue,949.75
478,2023-01-07,1,103,2,Revenue,1891.69
479,2023-01-15,1,103,2,Revenue,3272.31
480,2023-01-24,1,103,2,Revenue,6824.17
481,2023-01-29,1,103,2,Revenue,242.43
482,2023-01-21,1,103,2,Revenue,8082.62
483,2023-01-20,1,103,2,Revenue,6656.34
484,2023-01-23,1,103,2,Revenue,145.34
485,2023-01-17,1,103,2,Revenue,1169.75
486,2023-01-06,1,103,2,Revenue,4391.68
487,2023-01-15,1,103,2,Revenue,2475.86
488,2023-01-08,1,103,2,Revenue,3953.42
489,2023-01-07,1,103,2,Revenue,3323.76
490,2023-01-02,1,103,2,Revenue,1797.89
491,2023-01-30,1,103,2,Revenue,110.2
492,2023-01-13,1,103,2,Revenue,2297.97
493,2023-01-30,1,103,2,Revenue,130.35
494,2023-01-23,1,103,2,Revenue,2423.47
495,2023-01-29,1,103,2,Revenue,4219.1
496,2023-01-06,1,103,2,Revenue,2302.53
497,2023-01-29,1,103,2,Revenue,15228.18
498,2023-01-05,1,103,2,Revenue,1593.29
499,2023-01-20,1,103,2,Revenue,3617.25
500,2023-01-01,1,103,2,Revenue,2880.6
501,2023-01-29,1,103,2,Revenue,12461.47
502,2023-01-18,1,103,2,Revenue,3270.14
503,2023-01-22,7,103,2,Revenue,2742.81
504,2023-01-02,7,103,2,Revenue,218.54
505,2023-01-21,7,103,2,Revenue,9853.7
506,2023-01-03,7,103,2,Revenue,477.59
507,2023-01-23,7,103,2,Revenue,2056.12
508,2023-01-04,7,103,2,Revenue,3809.19
509,2023-01-17,7,103,2,Revenue,429.04
510,2023-01-28,7,103,2,Revenue,3813.08
511,2023-01-28,7,103,2,Revenue,591.11
512,2023-01-22,7,103,2,Revenue,5981.24
513,2023-01-06,7,103,2,Revenue,527.17
514,2023-01-07,7,103,2,Revenue,4895.56
515,2023-01-15,7,103,2,Revenue,87.84
516,2023-01-11,7,103,2,Revenue,1971.95
517,2023-01-08,1,201,2,Expense,46690.37
518,2023-01-12,1,201,2,Expense,16431.06
519,2023-01-21,1,201,2,Expense,48202.71
520,2023-01-31,1,201,2,Expense,8754.1
521,2023-01-26,1,202,2,Expense,12126.78
522,2023-01-01,1,202,2,Expense,7331.38
523,2023-01-25,1,202,2,Expense,5107.82
524,2023-01-15,1,202,2,Expense,548.91
525,2023-01-20,1,202,2,Expense,6972.94
526,2023-01-18,1,205,2,Expense,4018.3
527,2023-01-14,1,205,2,Expense,706.28
528,2023-01-06,1,205,2,Expense,2055.69
529,2023-01-12,1,205,2,Expense,4289.56
530,2023-01-20,1,205,2,Expense,2402.13
531,2023-01-23,1,205,2,Expense,299.4
532,2023-01-30,1,205,2,Expense,9.37
533,2023-01-30,1,205,2,Expense,787.16
534,2023-01-06,1,205,2,Expense,880.68
535,2023-01-26,1,205,2,Expense,261.1
536,2023-01-30,1,205,2,Expense,389.28
537,2023-01-06,1,207,2,Expense,694.69
538,2023-01-22,1,207,2,Expense,1467.05
539,2023-01-26,1,207,2,Expense,1512.49
540,2023-01-08,1,207,2,Expense,2186.8
541,2023-01-06,1,207,2,Expense,1398.84
542,2023-01-06,1,207,2,Expense,1.48
543,2023-01-28,1,208,2,Expense,5348.53
544,2023-01-14,1,208,2,Expense,21380.89
545,2023-01-15,2,201,2,Expense,6372.48
546,2023-01-03,2,201,2,Expense,36326.62
547,2023-01-14,2,201,2,Expense,1165.07
548,2023-01-02,2,201,2,Expense,44215.29
549,2023-01-29,2,201,2,Expense,24570.69
550,2023-01-21,2,202,2,Expense,9672.23
551,2023-01-15,2,202,2,Expense,5280.79
552,2023-01-03,2,202,2,Expense,5827.07
553,2023-01-16,2,202,2,Expense,5664.87
554,2023-01-30,2,202,2,Expense,2032.19
555,2023-01-21,2,202,2,Expense,2707.83
556,2023-01-25,2,204,2,Expense,580.56
557,2023-01-24,2,204,2,Expense,1095.91
558,2023-01-08,2,204,2,Expense,3119.7
559,2023-01-24,2,204,2,Expense,3290.97
560,2023-01-24,2,204,2,Expense,584.11
561,2023-01-24,2,204,2,Expense,5514.29
562,2023-01-01,2,204,2,Expense,5373.0
563,2023-01-06,2,204,2,Expense,946.4
564,2023-01-12,2,204,2,Expense,1189.88
565,2023-01-25,2,204,2,Expense,9713.02
566,2023-01-24,2,204,2,Expense,6102.24
567,2023-01-19,2,204,2,Expense,4180.35
568,2023-01-27,2,204,2,Expense,299.77
569,2023-01-17,2,204,2,Expense,1892.49
570,2023-01-02,2,204,2,Expense,2862.44
571,2023-01-11,2,204,2,Expense,724.98
572,2023-01-10,2,205,2,Expense,1290.89
573,2023-01-30,2,205,2,Expense,4172.98
574,2023-01-21,2,205,2,Expense,5703.03
