budget_id,month_start_date,department_id,category_id,region_id,account_type,budget_amount
58,01-01-2023,2,208,2,Expense,22399.48
59,01-01-2023,3,201,2,Expense,126339.68
60,01-01-2023,3,202,2,Expense,30001.75
61,01-01-2023,3,203,2,Expense,38620.3
62,01-01-2023,3,205,2,Expense,18238.54
63,01-01-2023,3,206,2,Expense,11289.76
64,01-01-2023,3,207,2,Expense,7498.19
65,01-01-2023,3,208,2,Expense,24392.84
66,01-01-2023,4,201,2,Expense,26290.35
67,01-01-2023,4,202,2,Expense,5758.37
68,01-01-2023,4,207,2,Expense,1638.22
69,01-01-2023,4,208,2,Expense,4793.35
70,01-01-2023,5,201,2,Expense,21054.79
71,01-01-2023,5,202,2,Expense,5077.35
72,01-01-2023,5,207,2,Expense,1448.98
73,01-01-2023,5,208,2,Expense,4089.13
74,01-01-2023,6,201,2,Expense,33564.43
75,01-01-2023,6,202,2,Expense,6548.46
76,01-01-2023,6,207,2,Expense,2060.59
77,01-01-2023,6,208,2,Expense,6005.84
78,01-01-2023,7,201,2,Expense,83773.42
79,01-01-2023,7,202,2,Expense,19707.07
80,01-01-2023,7,203,2,Expense,24646.31
81,01-01-2023,7,206,2,Expense,7961.92
82,01-01-2023,7,207,2,Expense,5431.49
83,01-01-2023,1,101,3,Revenue,224824.83
84,01-01-2023,7,101,3,Revenue,46625.22
85,01-01-2023,1,102,3,Revenue,96950.04
86,01-01-2023,7,102,3,Revenue,21530.16
87,01-01-2023,1,103,3,Revenue,153132.95
88,01-01-2023,7,103,3,Revenue,33112.18
89,01-01-2023,1,201,3,Expense,96241.45
90,01-01-2023,1,202,3,Expense,23237.48
91,01-01-2023,1,205,3,Expense,14546.27
92,01-01-2023,1,207,3,Expense,6450.61
93,01-01-2023,1,208,3,Expense,18106.83
94,01-01-2023,2,201,3,Expense,101255.27
95,01-01-2023,2,202,3,Expense,23387.34
96,01-01-2023,2,204,3,Expense,36603.94
97,01-01-2023,2,205,3,Expense,15299.09
98,01-01-2023,2,207,3,Expense,6547.67
99,01-01-2023,2,208,3,Expense,19443.98
100,01-01-2023,3,201,3,Expense,105872.14
101,01-01-2023,3,202,3,Expense,23348.78
102,01-01-2023,3,203,3,Expense,33182.13
103,01-01-2023,3,205,3,Expense,15534.09
104,01-01-2023,3,206,3,Expense,9800.08
105,01-01-2023,3,207,3,Expense,6706.45
106,01-01-2023,3,208,3,Expense,20577.28
107,01-01-2023,4,201,3,Expense,26818.97
108,01-01-2023,4,202,3,Expense,5815.33
109,01-01-2023,4,207,3,Expense,1591.23
110,01-01-2023,4,208,3,Expense,4710.93
111,01-01-2023,5,201,3,Expense,19953.72
112,01-01-2023,5,202,3,Expense,4999.69
113,01-01-2023,5,207,3,Expense,1368.29
114,01-01-2023,5,208,3,Expense,4498.48
115,01-01-2023,6,201,3,Expense,31344.45
116,01-01-2023,6,202,3,Expense,7403.23
117,01-01-2023,6,207,3,Expense,1992.23
118,01-01-2023,6,208,3,Expense,5705.22
119,01-01-2023,7,201,3,Expense,75997.19
120,01-01-2023,7,202,3,Expense,17336.2
121,01-01-2023,7,203,3,Expense,23676.17
122,01-01-2023,7,206,3,Expense,6634.55
123,01-01-2023,7,207,3,Expense,4847.55
124,01-01-2023,1,101,4,Revenue,263511.36
125,01-01-2023,7,101,4,Revenue,61583.06
126,01-01-2023,1,102,4,Revenue,135303.01
127,01-01-2023,7,102,4,Revenue,27101.19
128,01-01-2023,1,103,4,Revenue,187204.63
129,01-01-2023,7,103,4,Revenue,42022.05
130,01-01-2023,1,201,4,Expense,123107.28
131,01-01-2023,1,202,4,Expense,27290.34
132,01-01-2023,1,205,4,Expense,18565.78
133,01-01-2023,1,207,4,Expense,7597.82
134,01-01-2023,1,208,4,Expense,24255.95
135,01-01-2023,2,201,4,Expense,126278.54
136,01-01-2023,2,202,4,Expense,32242.24
137,01-01-2023,2,204,4,Expense,48123.52
138,01-01-2023,2,205,4,Expense,19071.11
139,01-01-2023,2,207,4,Expense,8549.44
140,01-01-2023,2,208,4,Expense,23617.01
141,01-01-2023,3,201,4,Expense,137805
142,01-01-2023,3,202,4,Expense,33278.54
143,01-01-2023,3,203,4,Expense,40352.09
144,01-01-2023,3,205,4,Expense,20273.63
145,01-01-2023,3,206,4,Expense,13071.99
146,01-01-2023,3,207,4,Expense,8894.73
147,01-01-2023,3,208,4,Expense,24594.76
148,01-01-2023,4,201,4,Expense,23620.34
149,01-01-2023,4,202,4,Expense,5895.57
150,01-01-2023,4,207,4,Expense,1593.71
151,01-01-2023,4,208,4,Expense,4772.34
152,01-01-2023,5,201,4,Expense,21912
153,01-01-2023,5,202,4,Expense,4868.86
154,01-01-2023,5,207,4,Expense,1377.68
155,01-01-2023,5,208,4,Expense,4143.01
156,01-01-2023,6,201,4,Expense,30684.92
157,01-01-2023,6,202,4,Expense,7860.93
158,01-01-2023,6,207,4,Expense,2032.81
159,01-01-2023,6,208,4,Expense,5699.8
160,01-01-2023,7,201,4,Expense,95301.27
161,01-01-2023,7,202,4,Expense,20666.58
162,01-01-2023,7,203,4,Expense,30248.25
163,01-01-2023,7,206,4,Expense,9205.21
164,01-01-2023,7,207,4,Expense,5672.47
165,01-01-2023,1,101,5,Revenue,196890.55
166,01-01-2023,7,101,5,Revenue,42620.53
167,01-01-2023,1,102,5,Revenue,90498.13
168,01-01-2023,7,102,5,Revenue,20536.06
169,01-01-2023,1,103,5,Revenue,131504.73
170,01-01-2023,7,103,5,Revenue,28486.56
171,01-01-2023,1,201,5,Expense,84290.26
172,01-01-2023,1,202,5,Expense,19579.52
173,01-01-2023,1,205,5,Expense,12840.28
174,01-01-2023,1,207,5,Expense,5595.33
175,01-01-2023,1,208,5,Expense,16743.28
176,01-01-2023,2,201,5,Expense,94217.56
177,01-01-2023,2,202,5,Expense,21130.98
178,01-01-2023,2,204,5,Expense,36569.37
179,01-01-2023,2,205,5,Expense,13297.72
180,01-01-2023,2,207,5,Expense,6386.73
181,01-01-2023,2,208,5,Expense,17712.46
182,01-01-2023,3,201,5,Expense,91742.8
183,01-01-2023,3,202,5,Expense,21057.61
184,01-01-2023,3,203,5,Expense,30578.97
185,01-01-2023,3,205,5,Expense,13874.86
186,01-01-2023,3,206,5,Expense,9257.04
187,01-01-2023,3,207,5,Expense,6113.58
188,01-01-2023,3,208,5,Expense,17947.56
189,01-01-2023,4,201,5,Expense,24092.82
190,01-01-2023,4,202,5,Expense,5425.07
191,01-01-2023,4,207,5,Expense,1546.87
192,01-01-2023,4,208,5,Expense,4886.86
193,01-01-2023,5,201,5,Expense,21797.58
194,01-01-2023,5,202,5,Expense,4755.6
195,01-01-2023,5,207,5,Expense,1374.46
196,01-01-2023,5,208,5,Expense,4158.11
197,01-01-2023,6,201,5,Expense,30470.75
198,01-01-2023,6,202,5,Expense,7359.98
199,01-01-2023,6,207,5,Expense,1999.65
200,01-01-2023,6,208,5,Expense,5711.37
201,01-01-2023,7,201,5,Expense,65524.52
202,01-01-2023,7,202,5,Expense,15295.57
203,01-01-2023,7,203,5,Expense,21283.77
204,01-01-2023,7,206,5,Expense,6377.97
205,01-01-2023,7,207,5,Expense,3855.16
206,01-02-2023,1,101,1,Revenue,288060.86
207,01-02-2023,7,101,1,Revenue,66215.53
208,01-02-2023,1,102,1,Revenue,138908.58
209,01-02-2023,7,102,1,Revenue,30561.03
210,01-02-2023,1,103,1,Revenue,228917.42
211,01-02-2023,7,103,1,Revenue,45917.17
212,01-02-2023,1,201,1,Expense,137054.91
213,01-02-2023,1,202,1,Expense,31518.54
214,01-02-2023,1,205,1,Expense,19823.4
215,01-02-2023,1,207,1,Expense,8175.58
216,01-02-2023,1,208,1,Expense,25594.11
217,01-02-2023,2,201,1,Expense,132571.1
218,01-02-2023,2,202,1,Expense,31379.9
219,01-02-2023,2,204,1,Expense,54010.65
220,01-02-2023,2,205,1,Expense,20226.02
221,01-02-2023,2,207,1,Expense,9439.95
222,01-02-2023,2,208,1,Expense,23984.02
223,01-02-2023,3,201,1,Expense,146411.68
224,01-02-2023,3,202,1,Expense,30871.22
225,01-02-2023,3,203,1,Expense,44150.52
226,01-02-2023,3,205,1,Expense,21914.72
227,01-02-2023,3,206,1,Expense,13534.71
228,01-02-2023,3,207,1,Expense,8612.01
229,01-02-2023,3,208,1,Expense,26227.47
230,01-02-2023,4,201,1,Expense,25615.4
231,01-02-2023,4,202,1,Expense,5606.29
232,01-02-2023,4,207,1,Expense,1588.64
233,01-02-2023,4,208,1,Expense,4733.61
234,01-02-2023,5,201,1,Expense,21049.19
235,01-02-2023,5,202,1,Expense,5434.22
236,01-02-2023,5,207,1,Expense,1399.61
237,01-02-2023,5,208,1,Expense,3763.28
238,01-02-2023,6,201,1,Expense,31823.09
239,01-02-2023,6,202,1,Expense,7121.36
240,01-02-2023,6,207,1,Expense,2063.02
241,01-02-2023,6,208,1,Expense,5795.27
242,01-02-2023,7,201,1,Expense,96455.28
243,01-02-2023,7,202,1,Expense,22893.28
244,01-02-2023,7,203,1,Expense,31659.68
245,01-02-2023,7,206,1,Expense,8739.25
246,01-02-2023,7,207,1,Expense,6038.11
247,01-02-2023,1,101,2,Revenue,255654.69
248,01-02-2023,7,101,2,Revenue,55938.69
249,01-02-2023,1,102,2,Revenue,126039.75
250,01-02-2023,7,102,2,Revenue,26653.94
251,01-02-2023,1,103,2,Revenue,172758.25
252,01-02-2023,7,103,2,Revenue,40588.69
253,01-02-2023,1,201,2,Expense,124450.01
254,01-02-2023,1,202,2,Expense,27662.1
255,01-02-2023,1,205,2,Expense,15877.6
256,01-02-2023,1,207,2,Expense,7104.67
257,01-02-2023,1,208,2,Expense,22836.45
258,01-02-2023,2,201,2,Expense,116311.68
259,01-02-2023,2,202,2,Expense,28212.11
260,01-02-2023,2,204,2,Expense,49688.34
261,01-02-2023,2,205,2,Expense,16985.96
262,01-02-2023,2,207,2,Expense,7542
263,01-02-2023,2,208,2,Expense,19739.52
264,01-02-2023,3,201,2,Expense,119578.37
265,01-02-2023,3,202,2,Expense,28583.28
266,01-02-2023,3,203,2,Expense,37409.74
267,01-02-2023,3,205,2,Expense,19574.82
268,01-02-2023,3,206,2,Expense,11136.76
269,01-02-2023,3,207,2,Expense,7736.39
270,01-02-2023,3,208,2,Expense,23748.55
271,01-02-2023,4,201,2,Expense,26375.17
272,01-02-2023,4,202,2,Expense,5443.32
273,01-02-2023,4,207,2,Expense,1648.28
274,01-02-2023,4,208,2,Expense,4726.93
275,01-02-2023,5,201,2,Expense,20763.99
276,01-02-2023,5,202,2,Expense,5097.51
277,01-02-2023,5,207,2,Expense,1375.87
278,01-02-2023,5,208,2,Expense,3996.68
279,01-02-2023,6,201,2,Expense,31675.69
280,01-02-2023,6,202,2,Expense,7202.26
281,01-02-2023,6,207,2,Expense,2004.06
282,01-02-2023,6,208,2,Expense,6143.51
283,01-02-2023,7,201,2,Expense,90166.48
284,01-02-2023,7,202,2,Expense,18662.82
285,01-02-2023,7,203,2,Expense,29059.48
286,01-02-2023,7,206,2,Expense,7405.29
287,01-02-2023,7,207,2,Expense,5322.49
288,01-02-2023,1,101,3,Revenue,226223.49
289,01-02-2023,7,101,3,Revenue,49318.27
290,01-02-2023,1,102,3,Revenue,100683.33
291,01-02-2023,7,102,3,Revenue,22431.07
292,01-02-2023,1,103,3,Revenue,151623.81
293,01-02-2023,7,103,3,Revenue,33259.36
294,01-02-2023,1,201,3,Expense,101666.49
295,01-02-2023,1,202,3,Expense,23095.17
296,01-02-2023,1,205,3,Expense,14088.39
297,01-02-2023,1,207,3,Expense,6433.46
298,01-02-2023,1,208,3,Expense,18859
299,01-02-2023,2,201,3,Expense,105935.99
300,01-02-2023,2,202,3,Expense,24358.4
301,01-02-2023,2,204,3,Expense,39940.17
302,01-02-2023,2,205,3,Expense,14781.2
303,01-02-2023,2,207,3,Expense,6673.7
304,01-02-2023,2,208,3,Expense,19914.62
305,01-02-2023,3,201,3,Expense,106785.65
306,01-02-2023,3,202,3,Expense,24866.15
307,01-02-2023,3,203,3,Expense,35474.85
308,01-02-2023,3,205,3,Expense,15377.31
309,01-02-2023,3,206,3,Expense,10346.57
310,01-02-2023,3,207,3,Expense,6695.41
311,01-02-2023,3,208,3,Expense,20073.68
312,01-02-2023,4,201,3,Expense,26033.53
313,01-02-2023,4,202,3,Expense,5965.67
314,01-02-2023,4,207,3,Expense,1626.25
315,01-02-2023,4,208,3,Expense,4971.74
316,01-02-2023,5,201,3,Expense,21630.66
317,01-02-2023,5,202,3,Expense,5141.53
318,01-02-2023,5,207,3,Expense,1348.06
319,01-02-2023,5,208,3,Expense,4148.1
320,01-02-2023,6,201,3,Expense,31423.06
321,01-02-2023,6,202,3,Expense,7343.38
322,01-02-2023,6,207,3,Expense,2042.49
323,01-02-2023,6,208,3,Expense,5789.12
324,01-02-2023,7,201,3,Expense,78757.57
325,01-02-2023,7,202,3,Expense,16152.75
326,01-02-2023,7,203,3,Expense,21835.37
327,01-02-2023,7,206,3,Expense,7203.94
328,01-02-2023,7,207,3,Expense,4735.35
329,01-02-2023,1,101,4,Revenue,289368.44
330,01-02-2023,7,101,4,Revenue,63668.98
331,01-02-2023,1,102,4,Revenue,131051.83
332,01-02-2023,7,102,4,Revenue,28065.64
333,01-02-2023,1,103,4,Revenue,197097.21
334,01-02-2023,7,103,4,Revenue,42384.12
335,01-02-2023,1,201,4,Expense,130537.96
336,01-02-2023,1,202,4,Expense,28923.85
337,01-02-2023,1,205,4,Expense,17903.64
338,01-02-2023,1,207,4,Expense,7832.99
339,01-02-2023,1,208,4,Expense,24198.19
340,01-02-2023,2,201,4,Expense,128143.83
341,01-02-2023,2,202,4,Expense,29361.5
342,01-02-2023,2,204,4,Expense,53299.52
343,01-02-2023,2,205,4,Expense,19509.31
344,01-02-2023,2,207,4,Expense,8112.1
345,01-02-2023,2,208,4,Expense,24371.98
346,01-02-2023,3,201,4,Expense,137830.07
347,01-02-2023,3,202,4,Expense,29793.17
348,01-02-2023,3,203,4,Expense,40697.12
349,01-02-2023,3,205,4,Expense,19546.65
350,01-02-2023,3,206,4,Expense,12827.04
351,01-02-2023,3,207,4,Expense,8732.26
352,01-02-2023,3,208,4,Expense,27401.99
353,01-02-2023,4,201,4,Expense,25793.02
354,01-02-2023,4,202,4,Expense,5738.05
355,01-02-2023,4,207,4,Expense,1573.8
356,01-02-2023,4,208,4,Expense,4535.52
357,01-02-2023,5,201,4,Expense,21596.5
358,01-02-2023,5,202,4,Expense,4947.21
359,01-02-2023,5,207,4,Expense,1382.62
360,01-02-2023,5,208,4,Expense,3959.5
361,01-02-2023,6,201,4,Expense,32243.69
362,01-02-2023,6,202,4,Expense,7763.48
363,01-02-2023,6,207,4,Expense,1986.32
364,01-02-2023,6,208,4,Expense,6081.17
365,01-02-2023,7,201,4,Expense,95426.04
366,01-02-2023,7,202,4,Expense,21159.87
367,01-02-2023,7,203,4,Expense,29587.86
368,01-02-2023,7,206,4,Expense,8801.93
369,01-02-2023,7,207,4,Expense,5887.91
370,01-02-2023,1,101,5,Revenue,193017.6
371,01-02-2023,7,101,5,Revenue,43503.97
372,01-02-2023,1,102,5,Revenue,92562.52
373,01-02-2023,7,102,5,Revenue,20937.47
374,01-02-2023,1,103,5,Revenue,140736.85
375,01-02-2023,7,103,5,Revenue,32040.07
376,01-02-2023,1,201,5,Expense,84717.35
377,01-02-2023,1,202,5,Expense,20946.23
378,01-02-2023,1,205,5,Expense,12974.46
379,01-02-2023,1,207,5,Expense,6003.51
380,01-02-2023,1,208,5,Expense,16024.58
381,01-02-2023,2,201,5,Expense,88136.69
382,01-02-2023,2,202,5,Expense,20613.63
383,01-02-2023,2,204,5,Expense,33600.42
384,01-02-2023,2,205,5,Expense,13157.35
385,01-02-2023,2,207,5,Expense,5585.1
386,01-02-2023,2,208,5,Expense,17383.95
387,01-02-2023,3,201,5,Expense,96298.67
388,01-02-2023,3,202,5,Expense,23651.03
389,01-02-2023,3,203,5,Expense,31140.51
390,01-02-2023,3,205,5,Expense,13676.93
391,01-02-2023,3,206,5,Expense,8676.57
392,01-02-2023,3,207,5,Expense,6118.06
393,01-02-2023,3,208,5,Expense,17049.43
394,01-02-2023,4,201,5,Expense,26764.38
395,01-02-2023,4,202,5,Expense,6047.45
396,01-02-2023,4,207,5,Expense,1545.44
397,01-02-2023,4,208,5,Expense,4401.22
398,01-02-2023,5,201,5,Expense,22782.92
399,01-02-2023,5,202,5,Expense,4982.07
400,01-02-2023,5,207,5,Expense,1432.58
401,01-02-2023,5,208,5,Expense,3833.83
402,01-02-2023,6,201,5,Expense,30830.19
403,01-02-2023,6,202,5,Expense,7316.53
404,01-02-2023,6,207,5,Expense,1998.75
405,01-02-2023,6,208,5,Expense,5877.25
406,01-02-2023,7,201,5,Expense,66209.44
407,01-02-2023,7,202,5,Expense,14321.14
408,01-02-2023,7,203,5,Expense,20283.82
409,01-02-2023,7,206,5,Expense,6149.45
410,01-02-2023,7,207,5,Expense,4163.96
411,01-03-2023,1,101,1,Revenue,356900
412,01-03-2023,7,101,1,Revenue,74283.03
413,01-03-2023,1,102,1,Revenue,153857.34
414,01-03-2023,7,102,1,Revenue,36841.62
415,01-03-2023,1,103,1,Revenue,244331.8
416,01-03-2023,7,103,1,Revenue,52027.31
417,01-03-2023,1,201,1,Expense,139234.24
418,01-03-2023,1,202,1,Expense,30500.48
419,01-03-2023,1,205,1,Expense,20231.36
420,01-03-2023,1,207,1,Expense,8302.36
421,01-03-2023,1,208,1,Expense,26887.56
422,01-03-2023,2,201,1,Expense,146405.23
423,01-03-2023,2,202,1,Expense,31364.51
424,01-03-2023,2,204,1,Expense,60586.48
425,01-03-2023,2,205,1,Expense,20680.43
426,01-03-2023,2,207,1,Expense,9113
427,01-03-2023,2,208,1,Expense,24919.57
428,01-03-2023,3,201,1,Expense,146410.49
429,01-03-2023,3,202,1,Expense,34397.12
430,01-03-2023,3,203,1,Expense,41834.27
431,01-03-2023,3,205,1,Expense,20006.06
432,01-03-2023,3,206,1,Expense,12398.81
433,01-03-2023,3,207,1,Expense,8903.01
434,01-03-2023,3,208,1,Expense,27774.95
435,01-03-2023,4,201,1,Expense,26436.1
436,01-03-2023,4,202,1,Expense,5792.12
437,01-03-2023,4,207,1,Expense,1677.6
438,01-03-2023,4,208,1,Expense,4464.16
439,01-03-2023,5,201,1,Expense,20139.93
440,01-03-2023,5,202,1,Expense,4993.88
441,01-03-2023,5,207,1,Expense,1385.97
442,01-03-2023,5,208,1,Expense,4089.64
443,01-03-2023,6,201,1,Expense,28975.29
444,01-03-2023,6,202,1,Expense,7288.92
445,01-03-2023,6,207,1,Expense,1890.9
446,01-03-2023,6,208,1,Expense,6145.32
447,01-03-2023,7,201,1,Expense,98320.93
448,01-03-2023,7,202,1,Expense,21596.36
449,01-03-2023,7,203,1,Expense,29971.03
450,01-03-2023,7,206,1,Expense,8791.06
451,01-03-2023,7,207,1,Expense,6104.66
452,01-03-2023,1,101,2,Revenue,314521.33
453,01-03-2023,7,101,2,Revenue,65277.99
454,01-03-2023,1,102,2,Revenue,143253.93
455,01-03-2023,7,102,2,Revenue,30552.52
456,01-03-2023,1,103,2,Revenue,206644.94
457,01-03-2023,7,103,2,Revenue,46420.07
458,01-03-2023,1,201,2,Expense,109962.29
459,01-03-2023,1,202,2,Expense,25976.69
460,01-03-2023,1,205,2,Expense,16094.99
461,01-03-2023,1,207,2,Expense,7814.38
462,01-03-2023,1,208,2,Expense,21765.66
463,01-03-2023,2,201,2,Expense,116349.71
464,01-03-2023,2,202,2,Expense,27957.26
465,01-03-2023,2,204,2,Expense,50800.72
466,01-03-2023,2,205,2,Expense,17484.08
467,01-03-2023,2,207,2,Expense,7745.72
468,01-03-2023,2,208,2,Expense,23367.21
469,01-03-2023,3,201,2,Expense,122041.63
470,01-03-2023,3,202,2,Expense,28209.93
471,01-03-2023,3,203,2,Expense,38941.79
472,01-03-2023,3,205,2,Expense,16683.09
473,01-03-2023,3,206,2,Expense,11096.57
474,01-03-2023,3,207,2,Expense,8305.57
475,01-03-2023,3,208,2,Expense,25179.49
476,01-03-2023,4,201,2,Expense,24689.09
477,01-03-2023,4,202,2,Expense,5908.18
478,01-03-2023,4,207,2,Expense,1594.61
479,01-03-2023,4,208,2,Expense,5306.91
480,01-03-2023,5,201,2,Expense,22580.37
481,01-03-2023,5,202,2,Expense,4979.39
482,01-03-2023,5,207,2,Expense,1312.83
483,01-03-2023,5,208,2,Expense,3831.86
484,01-03-2023,6,201,2,Expense,31844.58
485,01-03-2023,6,202,2,Expense,7093.69
486,01-03-2023,6,207,2,Expense,1881.5
487,01-03-2023,6,208,2,Expense,5830.21
488,01-03-2023,7,201,2,Expense,81119.43
489,01-03-2023,7,202,2,Expense,20960.08
490,01-03-2023,7,203,2,Expense,27719.24
491,01-03-2023,7,206,2,Expense,8029.94
492,01-03-2023,7,207,2,Expense,5672
493,01-03-2023,1,101,3,Revenue,262688.3
494,01-03-2023,7,101,3,Revenue,56167.81
495,01-03-2023,1,102,3,Revenue,126487.11
496,01-03-2023,7,102,3,Revenue,27041.43
497,01-03-2023,1,103,3,Revenue,175794.06
498,01-03-2023,7,103,3,Revenue,39688.87
499,01-03-2023,1,201,3,Expense,94881.19
500,01-03-2023,1,202,3,Expense,21510.55
501,01-03-2023,1,205,3,Expense,15026.81
502,01-03-2023,1,207,3,Expense,6684.3
503,01-03-2023,1,208,3,Expense,17587.79
504,01-03-2023,2,201,3,Expense,104910.43
505,01-03-2023,2,202,3,Expense,23141.63
506,01-03-2023,2,204,3,Expense,42887.73
507,01-03-2023,2,205,3,Expense,14761.72
508,01-03-2023,2,207,3,Expense,6256.05
509,01-03-2023,2,208,3,Expense,19477.73
510,01-03-2023,3,201,3,Expense,103322.69
511,01-03-2023,3,202,3,Expense,25017.75
512,01-03-2023,3,203,3,Expense,33682.18
513,01-03-2023,3,205,3,Expense,15599.46
514,01-03-2023,3,206,3,Expense,9757.44
515,01-03-2023,3,207,3,Expense,6594.27
516,01-03-2023,3,208,3,Expense,20861.87
517,01-03-2023,4,201,3,Expense,25437.16
518,01-03-2023,4,202,3,Expense,5549.18
519,01-03-2023,4,207,3,Expense,1581.26
520,01-03-2023,4,208,3,Expense,4867.01
521,01-03-2023,5,201,3,Expense,20169.3
522,01-03-2023,5,202,3,Expense,5113.78
523,01-03-2023,5,207,3,Expense,1328.82
524,01-03-2023,5,208,3,Expense,4188.46
525,01-03-2023,6,201,3,Expense,30623.12
526,01-03-2023,6,202,3,Expense,6786.89
527,01-03-2023,6,207,3,Expense,1865.12
528,01-03-2023,6,208,3,Expense,5996.51
529,01-03-2023,7,201,3,Expense,73430.01
530,01-03-2023,7,202,3,Expense,16221.21
531,01-03-2023,7,203,3,Expense,23536.23
532,01-03-2023,7,206,3,Expense,6427.42
533,01-03-2023,7,207,3,Expense,4577.87
534,01-03-2023,1,101,4,Revenue,322713.65
535,01-03-2023,7,101,4,Revenue,72232.91
536,01-03-2023,1,102,4,Revenue,154779.78
537,01-03-2023,7,102,4,Revenue,33125.5
538,01-03-2023,1,103,4,Revenue,229165.34
539,01-03-2023,7,103,4,Revenue,52544.57
540,01-03-2023,1,201,4,Expense,122738.33
541,01-03-2023,1,202,4,Expense,30067.58
542,01-03-2023,1,205,4,Expense,17678.34
543,01-03-2023,1,207,4,Expense,8103.16
544,01-03-2023,1,208,4,Expense,25177.66
545,01-03-2023,2,201,4,Expense,118138.7
546,01-03-2023,2,202,4,Expense,29392.25
547,01-03-2023,2,204,4,Expense,57180.1
548,01-03-2023,2,205,4,Expense,19163.09
549,01-03-2023,2,207,4,Expense,8402.92
550,01-03-2023,2,208,4,Expense,24239.88
551,01-03-2023,3,201,4,Expense,137035.5
552,01-03-2023,3,202,4,Expense,31428.07
553,01-03-2023,3,203,4,Expense,45139.42
554,01-03-2023,3,205,4,Expense,20329.81
555,01-03-2023,3,206,4,Expense,13112.21
556,01-03-2023,3,207,4,Expense,8482.9
557,01-03-2023,3,208,4,Expense,25370.33
558,01-03-2023,4,201,4,Expense,24506.02
559,01-03-2023,4,202,4,Expense,5866.12
560,01-03-2023,4,207,4,Expense,1548.48
561,01-03-2023,4,208,4,Expense,4779.77
562,01-03-2023,5,201,4,Expense,23406.68
563,01-03-2023,5,202,4,Expense,5179.4
564,01-03-2023,5,207,4,Expense,1347.2
565,01-03-2023,5,208,4,Expense,4291.76
566,01-03-2023,6,201,4,Expense,31071.9
567,01-03-2023,6,202,4,Expense,6718.64
568,01-03-2023,6,207,4,Expense,1914.55
569,01-03-2023,6,208,4,Expense,5537.13
570,01-03-2023,7,201,4,Expense,91556.8
571,01-03-2023,7,202,4,Expense,21520.84
572,01-03-2023,7,203,4,Expense,31291.46
573,01-03-2023,7,206,4,Expense,8912.55
574,01-03-2023,7,207,4,Expense,5813.6
575,01-03-2023,1,101,5,Revenue,238756.55
576,01-03-2023,7,101,5,Revenue,47851.5
577,01-03-2023,1,102,5,Revenue,108280
